Date,Open,High,Low,Close,Adj_Close,Volume
2017-10-16,13017.179688,13026.450195,13000.379883,13003.700195,13003.700195,54658400
2017-10-17,12995.839844,13034.419922,12967.349609,12995.059570,12995.059570,68180700
2017-10-18,13012.799805,13094.759766,13003.919922,13043.030273,13043.030273,63736500
2017-10-19,13036.280273,13042.620117,12911.580078,12990.099609,12990.099609,79869000
2017-10-20,13057.780273,13063.570313,12956.419922,12991.280273,12991.280273,81061300
2017-10-23,13014.570313,13069.400391,12973.429688,13003.139648,13003.139648,59592200
2017-10-24,12998.660156,13055.650391,12983.379883,13013.190430,13013.190430,94414800
2017-10-25,12998.440430,13049.469727,12931.219727,12953.410156,12953.410156,92501800
2017-10-26,12955.429688,13144.650391,12940.830078,13133.280273,13133.280273,110206500
2017-10-27,13186.549805,13249.030273,13186.549805,13217.540039,13217.540039,103764300
2017-10-30,13227.849609,13255.379883,13214.599609,13229.570313,13229.570313,71315000
2017-11-01,13342.440430,13488.589844,13341.299805,13465.509766,13465.509766,124587600
2017-11-02,13448.519531,13460.860352,13405.910156,13440.929688,13440.929688,93972700
2017-11-03,13476.530273,13505.009766,13430.219727,13478.860352,13478.860352,87298600
2017-11-06,13459.419922,13481.230469,13441.660156,13468.790039,13468.790039,89626000
2017-11-07,13517.980469,13525.559570,13369.849609,13379.269531,13379.269531,86286300
2017-11-08,13404.580078,13419.769531,13345.110352,13382.419922,13382.419922,103230600
2017-11-09,13378.959961,13402.049805,13175.219727,13182.559570,13182.559570,140940000
2017-11-10,13206.349609,13216.969727,13111.650391,13127.469727,13127.469727,114956600
2017-11-13,13150.780273,13163.940430,12960.650391,13074.419922,13074.419922,101909100
2017-11-14,13101.089844,13139.269531,13000.150391,13033.480469,13033.480469,91396500
2017-11-15,12963.089844,12996.120117,12847.879883,12976.370117,12976.370117,132081900
2017-11-16,13024.389648,13071.940430,13008.019531,13047.219727,13047.219727,99945000
2017-11-17,13051.709961,13089.719727,12984.669922,12993.730469,12993.730469,100900300
2017-11-20,12932.809570,13085.169922,12926.129883,13058.660156,13058.660156,90392400
2017-11-21,13042.940430,13209.009766,13026.769531,13167.540039,13167.540039,100582100
2017-11-22,13171.360352,13191.959961,13008.969727,13015.040039,13015.040039,80286100
2017-11-23,12943.490234,13049.080078,12921.150391,13008.549805,13008.549805,69158700
2017-11-24,13023.519531,13160.809570,12981.679688,13059.839844,13059.839844,64031900
2017-11-27,13036.740234,13117.759766,12989.370117,13000.200195,13000.200195,64100100
2017-11-28,13008.940430,13071.009766,12966.379883,13059.530273,13059.530273,66115200
2017-11-29,13153.740234,13196.150391,13037.339844,13061.870117,13061.870117,93296900
2017-11-30,13060.559570,13177.570313,13023.980469,13023.980469,13023.980469,126013900
2017-12-01,13044.150391,13064.290039,12810.129883,12861.490234,12861.490234,114375600
2017-12-04,13038.769531,13117.750000,12974.320313,13058.549805,13058.549805,85813900
2017-12-05,13056.820313,13094.379883,12960.589844,13048.540039,13048.540039,81417900
2017-12-06,12897.429688,13033.750000,12864.679688,12998.849609,12998.849609,84631500
2017-12-07,13026.299805,13083.080078,12989.000000,13045.150391,13045.150391,76453600
2017-12-08,13146.820313,13240.919922,13136.780273,13153.700195,13153.700195,104081300
2017-12-11,13181.849609,13192.419922,13112.820313,13123.650391,13123.650391,71491100
2017-12-12,13131.410156,13183.830078,13079.860352,13183.530273,13183.530273,76497200
2017-12-13,13148.519531,13188.070313,13120.400391,13125.639648,13125.639648,119136800
2017-12-14,13107.110352,13159.480469,13011.969727,13068.080078,13068.080078,121549300
2017-12-15,13027.839844,13109.129883,13008.070313,13103.559570,13103.559570,183649900
2017-12-18,13211.629883,13331.950195,13206.120117,13312.299805,13312.299805,93660800
2017-12-19,13314.730469,13338.910156,13213.190430,13215.790039,13215.790039,73881500
2017-12-20,13244.269531,13252.669922,13026.110352,13069.169922,13069.169922,79842200
2017-12-21,13065.790039,13137.709961,13013.629883,13109.740234,13109.740234,70360200
2017-12-22,13076.759766,13108.559570,13059.870117,13072.790039,13072.790039,52876700
2017-12-27,13070.190430,13128.740234,13020.429688,13070.019531,13070.019531,44677000
2017-12-28,13065.459961,13069.400391,12965.280273,12979.940430,12979.940430,43152100
2017-12-29,12980.089844,12980.740234,12911.730469,12917.639648,12917.639648,42169200
2018-01-02,12897.690430,12924.160156,12745.150391,12871.389648,12871.389648,86049300
2018-01-03,12916.179688,13023.589844,12893.049805,12978.209961,12978.209961,84809300
2018-01-04,13065.980469,13208.349609,13062.669922,13167.889648,13167.889648,101199400
2018-01-05,13219.110352,13332.799805,13219.110352,13319.639648,13319.639648,112555000
2018-01-08,13399.620117,13407.820313,13334.160156,13367.780273,13367.780273,95005300
2018-01-09,13383.259766,13425.019531,13361.219727,13385.589844,13385.589844,94770400
2018-01-10,13355.280273,13377.879883,13227.570313,13281.339844,13281.339844,120334900
2018-01-11,13281.200195,13298.650391,13151.839844,13202.900391,13202.900391,110577300
2018-01-12,13241.280273,13265.139648,13168.009766,13245.030273,13245.030273,87893300
2018-01-15,13244.370117,13250.370117,13173.709961,13200.509766,13200.509766,58326200
2018-01-16,13228.599609,13351.089844,13196.559570,13246.330078,13246.330078,85801600
2018-01-17,13200.919922,13251.440430,13137.509766,13183.959961,13183.959961,88144100
2018-01-18,13250.250000,13293.290039,13201.339844,13281.429688,13281.429688,89644100
2018-01-19,13297.740234,13445.469727,13294.809570,13434.450195,13434.450195,108147200
2018-01-22,13435.139648,13470.049805,13410.959961,13463.690430,13463.690430,95295700
2018-01-23,13577.139648,13596.889648,13517.809570,13559.599609,13559.599609,97239000
2018-01-24,13572.709961,13576.839844,13414.740234,13414.740234,13414.740234,105385100
2018-01-25,13374.379883,13443.360352,13222.469727,13298.360352,13298.360352,106119200
2018-01-26,13297.509766,13348.690430,13268.309570,13340.169922,13340.169922,75829200
2018-01-29,13358.900391,13370.019531,13274.839844,13324.480469,13324.480469,78822500
2018-01-30,13223.969727,13309.860352,13171.910156,13197.709961,13197.709961,115152700
2018-01-31,13210.759766,13268.410156,13159.349609,13189.480469,13189.480469,111852500
2018-02-01,13235.150391,13301.410156,12971.780273,13003.900391,13003.900391,122880100
2018-02-02,12954.589844,12954.589844,12782.070313,12785.160156,12785.160156,140869300
2018-02-05,12687.790039,12752.599609,12622.440430,12687.490234,12687.490234,113937900
2018-02-06,12232.860352,12550.160156,12232.860352,12392.660156,12392.660156,204856800
2018-02-07,12478.679688,12651.280273,12414.839844,12590.429688,12590.429688,153471100
2018-02-08,12506.179688,12541.320313,12187.450195,12260.290039,12260.290039,153991900
